id,gender,bdate,educ,jobcat,salary,salbegin,jobtime,prevexp,minority,Age
123.0,Female,1949-04-24,12,Clerical,33300.0,15000.0,90.0,3.0,No,77
124.0,Female,1963-05-29,16,Clerical,38550.0,16500.0,90.0,missing,No,63
125.0,Male,1956-08-06,12,Clerical,27450.0,15000.0,90.0,173.0,Yes,70
126.0,Male,1951-01-21,15,Custodial,24300.0,15000.0,90.0,191.0,Yes,75
127.0,Male,1950-09-01,12,Custodial,30750.0,15000.0,90.0,209.0,Yes,76
128.0,Female,1946-07-25,12,Clerical,19650.0,9750.0,90.0,229.0,Yes,80
131.0,Male,1962-02-08,15,Clerical,31500.0,15750.0,89.0,22.0,No,64
132.0,Male,1953-05-17,12,Clerical,27300.0,17250.0,89.0,175.0,No,73
133.0,Male,1959-09-12,15,Clerical,27000.0,15750.0,89.0,87.0,No,67
135.0,Female,1968-05-22,12,Clerical,26250.0,10950.0,89.0,missing,No,58
136.0,Male,1939-08-25,12,Clerical,22200.0,15000.0,88.0,324.0,No,87
138.0,Male,1947-01-09,12,Clerical,30900.0,15000.0,88.0,252.0,No,79
139.0,Female,1931-06-18,8,Clerical,20100.0,13200.0,88.0,90.0,No,95
140.0,Female,1965-04-05,12,Clerical,22350.0,13500.0,88.0,26.0,No,61
141.0,Female,1966-06-14,15,Clerical,35550.0,13350.0,88.0,32.0,No,60
142.0,Female,1966-11-13,12,Clerical,28500.0,13950.0,88.0,34.0,No,60
143.0,Female,1939-08-24,12,Clerical,24450.0,13200.0,88.0,107.0,No,87
144.0,Female,1931-08-28,8,Clerical,16650.0,9750.0,88.0,412.0,No,95
145.0,Male,1964-01-15,12,Clerical,26700.0,13500.0,88.0,38.0,Yes,62
147.0,Male,1936-09-11,15,Clerical,23700.0,13500.0,88.0,359.0,Yes,90
148.0,Female,1959-10-05,15,Clerical,26550.0,14250.0,88.0,61.0,Yes,67
149.0,Male,1962-06-28,12,Clerical,27600.0,15000.0,87.0,75.0,No,64
150.0,Male,1954-03-05,12,Clerical,25800.0,15000.0,87.0,143.0,No,72
152.0,Male,1929-05-03,8,Custodial,30750.0,15000.0,87.0,451.0,No,97
153.0,Female,1967-05-13,12,Clerical,26700.0,12900.0,87.0,18.0,No,59
154.0,Female,1940-06-07,12,Clerical,20850.0,12000.0,87.0,163.0,No,86
155.0,Male,1963-03-06,15,Clerical,35250.0,15000.0,87.0,54.0,Yes,63
156.0,Male,1963-01-12,15,Clerical,26700.0,15000.0,87.0,56.0,Yes,63
157.0,Female,1967-07-02,12,Clerical,26550.0,13050.0,87.0,11.0,Yes,59
158.0,Female,1964-09-20,12,Clerical,27750.0,12000.0,87.0,11.0,Yes,62
159.0,Female,1951-01-13,16,Clerical,25050.0,12750.0,87.0,123.0,Yes,75
161.0,Male,1963-02-11,16,Clerical,52650.0,19500.0,86.0,20.0,No,63
163.0,Male,1965-11-10,15,Clerical,30900.0,15000.0,86.0,25.0,No,61
164.0,Female,1965-08-13,15,Clerical,29400.0,16500.0,86.0,24.0,No,61
165.0,Female,1966-04-29,15,Clerical,33300.0,13500.0,86.0,24.0,No,60
166.0,Female,1942-07-12,12,Clerical,21900.0,9750.0,86.0,156.0,No,84
167.0,Female,1932-08-26,12,Clerical,18150.0,9750.0,86.0,72.0,No,94
168.0,Female,1962-04-23,16,Manager,46875.0,17250.0,86.0,19.0,No,64
169.0,Male,1965-05-23,12,Clerical,25500.0,14400.0,86.0,37.0,Yes,61
170.0,Male,1964-06-13,12,Clerical,26550.0,15000.0,86.0,38.0,Yes,62
171.0,Male,1930-01-21,12,Clerical,26700.0,13500.0,86.0,367.0,Yes,96
172.0,Female,1953-06-13,15,Clerical,29850.0,15000.0,86.0,79.0,Yes,73
174.0,Male,1935-01-07,8,Custodial,31950.0,15000.0,85.0,438.0,No,91
175.0,Male,1938-01-08,8,Clerical,26250.0,15600.0,85.0,171.0,No,88
176.0,Female,1962-10-05,16,Clerical,35700.0,17250.0,85.0,19.0,No,64
177.0,Female,1962-08-11,12,Clerical,28500.0,16500.0,85.0,69.0,No,64
178.0,Female,1938-01-17,12,Clerical,17100.0,10200.0,85.0,72.0,No,88
179.0,Male,1965-01-19,12,Clerical,25200.0,13050.0,85.0,29.0,Yes,61
180.0,Female,1960-01-23,12,Clerical,24000.0,12750.0,85.0,59.0,Yes,66
181.0,Female,1939-01-04,12,Clerical,27450.0,10200.0,85.0,101.0,Yes,87
182.0,Female,1943-03-08,12,Clerical,18450.0,10200.0,85.0,228.0,Yes,83
183.0,Male,1960-03-01,15,Clerical,39300.0,15750.0,84.0,72.0,No,66
184.0,Male,1964-11-05,15,Clerical,38850.0,15000.0,84.0,53.0,No,62
185.0,Male,1930-08-28,8,Custodial,30750.0,15000.0,84.0,380.0,No,96
186.0,Male,1964-07-06,15,Clerical,37500.0,20400.0,84.0,33.0,No,62
188.0,Female,1934-02-04,12,Clerical,34500.0,18750.0,84.0,208.0,No,92
189.0,Female,1950-03-28,12,Clerical,36000.0,19980.0,84.0,240.0,No,76
190.0,Female,1932-11-15,8,Clerical,29100.0,16500.0,84.0,35.0,No,94
191.0,Female,1931-10-23,12,Clerical,16500.0,10200.0,84.0,288.0,No,95
192.0,Male,1949-10-09,12,Clerical,19650.0,12750.0,84.0,180.0,Yes,77
193.0,Female,1966-07-22,12,Clerical,24750.0,12000.0,84.0,41.0,Yes,60
194.0,Female,1938-04-10,15,Clerical,27150.0,15750.0,84.0,231.0,Yes,88
195.0,Female,1955-11-06,12,Clerical,26400.0,12750.0,84.0,36.0,Yes,71
196.0,Female,1946-03-03,16,Clerical,23100.0,12000.0,84.0,214.0,Yes,80
201.0,Male,1955-05-08,12,Clerical,29340.0,19500.0,83.0,150.0,No,71
202.0,Male,1963-03-17,15,Clerical,39600.0,16500.0,83.0,47.0,No,63
203.0,Male,1964-03-17,12,Clerical,29100.0,15000.0,83.0,50.0,No,62
204.0,Male,1960-10-21,15,Clerical,33150.0,16500.0,83.0,69.0,No,66
206.0,Male,1943-05-22,12,Custodial,33750.0,15000.0,83.0,284.0,No,83
207.0,Male,1959-02-15,15,Clerical,27300.0,17250.0,83.0,91.0,No,67
208.0,Female,1968-11-28,12,Clerical,24000.0,11250.0,83.0,16.0,No,58
209.0,Female,1934-01-14,8,Clerical,19800.0,10200.0,83.0,75.0,No,92
210.0,Male,1949-05-04,15,Clerical,30600.0,16500.0,83.0,216.0,Yes,77
211.0,Male,1950-11-08,15,Clerical,28950.0,15000.0,83.0,108.0,Yes,76
212.0,Male,1965-05-14,15,Clerical,38400.0,16500.0,83.0,64.0,Yes,61
213.0,Male,1945-10-20,8,Custodial,30750.0,15000.0,83.0,302.0,Yes,81
214.0,Female,1968-09-13,12,Clerical,20400.0,10950.0,83.0,9.0,Yes,58
215.0,Female,1968-09-15,12,Clerical,19200.0,11100.0,83.0,7.0,Yes,58
216.0,Male,1964-05-16,15,Clerical,30150.0,15750.0,82.0,72.0,No,62
219.0,Male,1963-02-02,12,Clerical,25350.0,15000.0,82.0,32.0,No,63
220.0,Male,1963-08-17,12,Clerical,29850.0,15750.0,82.0,85.0,No,63
221.0,Female,1947-05-22,12,Clerical,24000.0,13800.0,82.0,97.0,No,79
222.0,Female,1935-09-15,15,Clerical,27750.0,19500.0,82.0,265.0,No,91
223.0,Female,1942-03-14,8,Clerical,22350.0,10200.0,82.0,48.0,No,84
224.0,Female,1934-11-20,12,Clerical,16200.0,10200.0,82.0,missing,No,92
225.0,Female,1967-10-13,15,Clerical,21900.0,12750.0,82.0,missing,No,59
226.0,Female,1964-06-21,16,Clerical,23250.0,15750.0,82.0,4.0,No,62
227.0,Female,1965-07-17,12,Clerical,33900.0,12000.0,82.0,11.0,No,61
228.0,Female,1963-09-21,15,Clerical,25650.0,14250.0,82.0,51.0,No,63
229.0,Female,1940-08-21,12,Clerical,17250.0,10200.0,82.0,358.0,No,86
230.0,Male,1934-02-04,15,Clerical,22500.0,15000.0,82.0,371.0,Yes,92
231.0,Male,1965-01-09,16,Manager,40200.0,21000.0,81.0,3.0,No,61
233.0,Male,1963-07-21,15,Clerical,26550.0,15000.0,81.0,52.0,No,63
234.0,Male,1960-11-12,15,Clerical,50550.0,19500.0,81.0,44.0,No,66
236.0,Female,1969-05-02,8,Clerical,27450.0,12000.0,81.0,9.0,No,57
237.0,Female,1969-06-04,12,Clerical,22650.0,11250.0,81.0,missing,No,57
238.0,Female,1969-06-15,12,Clerical,27300.0,11250.0,81.0,5.0,No,57
239.0,Female,1969-09-14,12,Clerical,27750.0,11225.0,81.0,5.0,No,57
241.0,Female,1936-08-27,8,Clerical,17400.0,10200.0,81.0,390.0,No,90
242.0,Female,1967-11-03,12,Clerical,40800.0,18000.0,81.0,4.0,No,59
243.0,Female,1969-02-10,12,Clerical,23100.0,10950.0,81.0,missing,No,57
244.0,Female,1969-09-15,8,Clerical,22500.0,10950.0,81.0,5.0,No,57
245.0,Female,1969-03-16,12,Clerical,26700.0,11550.0,81.0,18.0,No,57
246.0,Female,1968-01-14,12,Clerical,24900.0,11250.0,81.0,missing,No,58
247.0,Female,1968-05-13,12,Clerical,19650.0,10950.0,81.0,11.0,No,58
248.0,Female,1969-04-09,12,Clerical,22050.0,10950.0,81.0,9.0,No,57
249.0,Female,1969-05-09,12,Clerical,25500.0,12000.0,81.0,11.0,No,57
250.0,Female,1966-10-10,15,Clerical,28200.0,12750.0,81.0,19.0,No,60
251.0,Female,1969-01-19,12,Clerical,23100.0,11250.0,81.0,13.0,No,57
252.0,Male,1969-09-18,12,Clerical,25500.0,11400.0,81.0,9.0,Yes,57
253.0,Female,1942-02-21,8,Clerical,17100.0,10200.0,81.0,missing,Yes,84
255.0,Male,1932-08-15,12,Custodial,30600.0,15750.0,80.0,460.0,No,94
258.0,Male,1969-03-09,8,Clerical,21300.0,11550.0,80.0,24.0,No,57
259.0,Female,1969-03-15,12,Clerical,19650.0,11250.0,80.0,5.0,No,57
260.0,Female,1969-02-20,12,Clerical,22350.0,11250.0,80.0,5.0,No,57
261.0,Female,1969-03-27,12,Clerical,23400.0,11250.0,80.0,18.0,No,57
262.0,Female,1968-06-20,12,Clerical,24300.0,10950.0,80.0,8.0,No,58
263.0,Female,1968-10-13,12,Clerical,28500.0,11250.0,80.0,4.0,No,58
264.0,Female,1969-01-16,12,Clerical,19950.0,11250.0,80.0,8.0,No,57
265.0,Female,1969-09-24,12,Clerical,23400.0,11250.0,80.0,missing,No,57
266.0,Female,1963-10-07,16,Clerical,34500.0,17250.0,80.0,3.0,No,63
267.0,Female,1969-08-24,12,Clerical,18150.0,10950.0,80.0,missing,No,57
268.0,Male,1936-05-16,12,Clerical,22350.0,15000.0,80.0,272.0,Yes,90
269.0,Male,1966-03-17,15,Clerical,40200.0,17250.0,79.0,38.0,No,60
270.0,Male,1947-10-29,15,Clerical,28650.0,18000.0,79.0,261.0,No,79
271.0,Male,1963-08-24,15,Clerical,27750.0,16500.0,79.0,55.0,No,63
273.0,Male,1939-11-12,12,Custodial,30000.0,15750.0,79.0,308.0,No,87
275.0,Male,1963-01-14,12,Clerical,33900.0,16500.0,79.0,94.0,No,63
277.0,Female,1965-05-20,16,Manager,43000.0,17490.0,79.0,20.0,No,61
278.0,Female,1943-06-12,8,Clerical,20850.0,12000.0,79.0,70.0,No,83
279.0,Female,1969-04-16,12,Clerical,24450.0,12000.0,79.0,8.0,No,57
280.0,Female,1969-10-20,12,Clerical,24750.0,10950.0,79.0,5.0,No,57
281.0,Male,1945-02-18,8,Custodial,34500.0,15750.0,79.0,246.0,Yes,81
282.0,Male,1963-09-15,14,Clerical,27900.0,15000.0,79.0,47.0,Yes,63
285.0,Male,1930-05-28,8,Custodial,30750.0,15750.0,78.0,429.0,No,96
287.0,Male,1965-01-18,16,Clerical,40350.0,19500.0,78.0,20.0,No,61
291.0,Male,1934-09-23,12,Custodial,35250.0,15750.0,78.0,387.0,No,92
292.0,Male,1963-05-07,14,Clerical,25950.0,15000.0,78.0,53.0,No,63
293.0,Male,1965-09-19,15,Clerical,25050.0,14250.0,78.0,24.0,No,61
294.0,Male,1968-10-10,12,Clerical,26700.0,12750.0,78.0,25.0,No,58
295.0,Male,1932-08-20,8,Clerical,24000.0,15750.0,78.0,476.0,No,94
296.0,Male,1964-02-12,12,Clerical,26850.0,15000.0,78.0,48.0,No,62
297.0,Female,1942-04-16,12,Clerical,23400.0,15300.0,78.0,209.0,No,84
298.0,Female,1966-08-24,12,Clerical,24600.0,13500.0,78.0,47.0,No,60
299.0,Female,1965-05-11,15,Clerical,32550.0,18000.0,78.0,6.0,No,61
300.0,Male,1960-05-26,16,Clerical,26550.0,15000.0,78.0,105.0,Yes,66
301.0,Male,1968-08-04,12,Clerical,31500.0,13500.0,78.0,7.0,Yes,58
302.0,Male,1939-09-28,8,Clerical,22350.0,15000.0,78.0,320.0,Yes,87
303.0,Male,1938-02-10,12,Custodial,35250.0,15750.0,78.0,281.0,Yes,88
304.0,Female,1945-09-28,15,Clerical,25800.0,13500.0,78.0,51.0,Yes,81
305.0,Male,1941-10-25,12,Custodial,30750.0,15750.0,77.0,317.0,No,85
306.0,Male,1966-04-05,15,Clerical,30750.0,16500.0,77.0,41.0,No,60
308.0,Male,1963-02-01,15,Clerical,34500.0,18000.0,77.0,63.0,No,63
309.0,Male,1964-07-19,15,Clerical,26250.0,15750.0,77.0,38.0,No,62
310.0,Male,1964-03-23,16,Clerical,44875.0,21240.0,77.0,22.0,No,62
311.0,Female,1951-02-15,12,Clerical,22500.0,12000.0,77.0,63.0,No,75
312.0,Female,1963-03-12,12,Clerical,25650.0,14250.0,77.0,64.0,No,63
313.0,Female,1969-10-25,12,Clerical,21300.0,11250.0,77.0,missing,No,57
314.0,Female,1966-11-24,12,Clerical,29850.0,13500.0,77.0,38.0,No,60
315.0,Female,1969-09-19,12,Clerical,34500.0,12150.0,77.0,4.0,No,57
316.0,Male,1960-01-14,15,Clerical,27750.0,15000.0,77.0,52.0,Yes,66
317.0,Male,1969-02-27,12,Clerical,27750.0,11550.0,77.0,12.0,Yes,57
319.0,Male,1966-03-02,15,Clerical,43410.0,15750.0,76.0,12.0,No,60
320.0,Male,1936-11-10,12,Clerical,22050.0,15000.0,76.0,385.0,No,90
321.0,Female,1953-10-26,12,Clerical,22050.0,12000.0,76.0,6.0,No,73
322.0,Female,1938-03-02,12,Clerical,22500.0,14250.0,76.0,90.0,No,88
323.0,Female,1967-05-13,15,Clerical,25500.0,12000.0,76.0,7.0,No,59
324.0,Female,1966-10-14,12,Clerical,29160.0,15000.0,76.0,22.0,No,60
325.0,Female,1934-11-04,8,Clerical,16800.0,10200.0,76.0,76.0,No,92
326.0,Male,1958-07-24,8,Custodial,29550.0,15750.0,76.0,144.0,Yes,68
327.0,Male,1965-03-02,12,Clerical,26700.0,15750.0,76.0,18.0,Yes,61
330.0,Male,1959-05-09,15,Clerical,27300.0,17250.0,75.0,132.0,No,67
331.0,Female,1942-02-04,12,Clerical,24450.0,12000.0,75.0,144.0,No,84
332.0,Female,1964-05-10,16,Clerical,33000.0,18000.0,75.0,26.0,No,62
333.0,Female,1965-01-26,15,Clerical,37050.0,18000.0,75.0,5.0,No,61
334.0,Female,1966-05-09,12,Clerical,24450.0,10950.0,75.0,32.0,Yes,60
335.0,Male,1930-02-26,8,Custodial,31950.0,15750.0,74.0,408.0,No,96
336.0,Male,1964-01-10,16,Manager,47250.0,21240.0,74.0,45.0,No,62
337.0,Female,1970-01-27,12,Clerical,26100.0,11550.0,74.0,2.0,No,56
338.0,Female,1938-08-12,8,Clerical,15900.0,10200.0,74.0,43.0,No,88
339.0,Female,1942-11-07,8,Clerical,23700.0,10650.0,74.0,281.0,No,84
340.0,Female,1934-05-06,8,Clerical,21750.0,12450.0,74.0,318.0,No,92
342.0,Female,1948-06-01,12,Clerical,24450.0,14250.0,74.0,117.0,Yes,78
344.0,Male,1963-10-13,12,Clerical,35700.0,16500.0,73.0,72.0,No,63
345.0,Female,1969-05-05,12,Clerical,22200.0,16500.0,73.0,7.0,No,57
346.0,Female,1968-08-16,15,Clerical,22950.0,13950.0,73.0,22.0,No,58
347.0,Female,1944-08-10,12,Clerical,23100.0,12000.0,73.0,228.0,No,82
349.0,Female,1938-03-22,17,Clerical,29100.0,12750.0,73.0,375.0,No,88
350.0,Female,1939-04-21,12,Clerical,37650.0,15750.0,73.0,132.0,No,87
351.0,Female,1966-01-27,12,Clerical,27900.0,13500.0,73.0,32.0,No,60
352.0,Female,1933-11-26,8,Clerical,21150.0,12000.0,73.0,159.0,No,93
353.0,Male,1955-03-10,12,Custodial,31200.0,15750.0,73.0,155.0,Yes,71
354.0,Female,1946-05-08,12,Clerical,20550.0,11250.0,73.0,154.0,Yes,80
355.0,Male,1961-05-19,15,Clerical,25950.0,17250.0,72.0,83.0,No,65
356.0,Male,1965-11-10,15,Clerical,28350.0,15000.0,72.0,48.0,No,61
357.0,Female,1932-01-18,8,Clerical,17700.0,10200.0,72.0,184.0,No,94
358.0,Female,1944-04-11,15,Clerical,23550.0,13500.0,72.0,49.0,No,82
359.0,Female,1941-06-12,12,Clerical,19950.0,10200.0,72.0,56.0,No,85
360.0,Female,1968-08-11,12,Clerical,29400.0,15300.0,72.0,30.0,No,58
361.0,Female,1966-06-09,12,Clerical,28800.0,13950.0,72.0,18.0,No,60
362.0,Female,1937-04-08,8,Clerical,16950.0,10200.0,72.0,319.0,No,89
363.0,Male,1954-06-03,16,Clerical,35700.0,18000.0,72.0,138.0,Yes,72
364.0,Female,1947-03-26,12,Clerical,17400.0,10200.0,72.0,116.0,Yes,79
365.0,Female,1948-10-16,8,Clerical,21450.0,10200.0,72.0,194.0,Yes,78
366.0,Female,1961-03-21,12,Clerical,24750.0,12000.0,72.0,68.0,Yes,65
367.0,Female,1942-05-22,12,Clerical,16950.0,10200.0,72.0,271.0,Yes,84
368.0,Female,1943-07-20,12,Clerical,26100.0,13500.0,72.0,169.0,Yes,83
369.0,Male,1967-11-14,14,Clerical,28050.0,15000.0,71.0,15.0,No,59
370.0,Female,1963-01-20,16,Clerical,36600.0,18000.0,71.0,12.0,No,63
372.0,Male,1935-08-22,15,Clerical,21300.0,15750.0,70.0,372.0,No,91
373.0,Male,1949-10-29,12,Clerical,22500.0,16500.0,70.0,216.0,No,77
374.0,Male,1967-07-26,15,Clerical,29400.0,15750.0,70.0,15.0,No,59
375.0,Male,1966-10-08,12,Clerical,27450.0,14700.0,70.0,41.0,No,60
376.0,Male,1964-10-09,15,Clerical,29850.0,15750.0,70.0,48.0,No,62
377.0,Male,1965-11-29,15,Clerical,25350.0,15750.0,70.0,56.0,No,61
378.0,Female,1930-09-21,8,Clerical,15750.0,10200.0,70.0,275.0,No,96
379.0,Female,1938-05-12,8,Clerical,19650.0,13050.0,70.0,102.0,No,88
380.0,Female,1941-02-22,12,Clerical,21000.0,13500.0,70.0,82.0,No,85
381.0,Male,1946-07-15,17,Clerical,27000.0,18000.0,70.0,192.0,Yes,80
382.0,Male,1959-10-20,12,Clerical,24000.0,15750.0,70.0,120.0,Yes,67
